created_at;id_str;full_text;quote_count;reply_count;retweet_count;favorite_count;lang;user_id_str;conversation_id_str;username;tweet_url
Sun Feb 04 15:04:20 +0000 2024;1754158957382570077;"DAH KELAR GENGG. SAMPAI JUMPA DI PEMILU 14 FEBRUARI NANTI YAAA!! 🫶💕🥰 https://t.co/G8ioL5Sdno";0;0;0;0;in;903229236051247104;1754105006259859768;eradotid;https://twitter.com/eradotid/status/1754158957382570077
Sun Feb 04 15:04:16 +0000 2024;1754158940882108674;"Pemilu 2024:kemudian cukup penting problem gizi rakyat ini masuk sangat jauh dari cukup.perlu nya perhatian hal gizi pada rakyat bisa diletakan pada posisi sangat penting.karena menyangkut kehidupan rakyat dan ekonomi kedepan";0;0;0;0;in;1560870618081685505;1754158940882108674;Donisetiyawana1;https://twitter.com/Donisetiyawana1/status/1754158940882108674
Sun Feb 04 15:04:13 +0000 2024;1754158925568717190;"Setelah menyaksikan 3 pemuda terbaik bangsa beradu gagasan, visi &amp  misi, dalam debat capres. Jadi semakin yakin untuk memilih 3 pada pemilu 2024. ☝🏼✌🏼🤟🏻";0;0;0;0;in;275446247;1754158925568717190;agilseptian_21;https://twitter.com/agilseptian_21/status/1754158925568717190
Sun Feb 04 15:04:03 +0000 2024;1754158882979786754;"@jujurkonfyus emg biang pemilu tahun ini tuh si nepo baby ril";0;0;0;0;in;1031903479;1754140169689784717;answnds;https://twitter.com/answnds/status/1754158882979786754
Sun Feb 04 15:04:02 +0000 2024;1754158881083990420;"Gue hanya bisa berdoa untuk pemilu tahun ini soalnya bonyok 02 😂 dan gue muak diskusi sama mereka.";0;0;0;0;in;1307846968857649154;1754158881083990420;kaeyarsi;https://twitter.com/kaeyarsi/status/1754158881083990420
Sun Feb 04 15:03:56 +0000 2024;1754158855289004103;"kena pemilu sekali langsung memenuhi syarat usia";0;0;1;3;in;383166311;1754158855289004103;pekerjalemas;https://twitter.com/pekerjalemas/status/1754158855289004103
Sun Feb 04 15:03:40 +0000 2024;1754158787123143043;"@itera_menfess Itera aware ke pemilu aja kagak";0;0;0;0;in;1671198297888022533;1754155948321681806;nowaybromine;https://twitter.com/nowaybromine/status/1754158787123143043
Sun Feb 04 15:03:32 +0000 2024;1754158755040903406;"@idextratime berita bolanya mana woy? pemilu mulu";0;0;0;0;in;2215783514;1754157359960887381;MdLupyy;https://twitter.com/MdLupyy/status/1754158755040903406
Sun Feb 04 15:03:32 +0000 2024;1754158754025890175;"Pengen pemilu cepat selesai, hiburan hilang tenggelam sma debat capres";0;0;0;0;in;392458492;1754158754025890175;Jujusukacola;https://twitter.com/Jujusukacola/status/1754158754025890175
Sun Feb 04 15:03:28 +0000 2024;1754158738477592835;"@pizzzagn Bahkan sblm pemilu dr sekian influencer gw cuma follow fadil, dan thank god ga ada satupun inluencer geng sebelah yg gw follow even ga ada pemilu";0;0;0;0;in;1607209386589704192;1754126863348416854;Ayuki_Maru;https://twitter.com/Ayuki_Maru/status/1754158738477592835
Sun Feb 04 15:03:28 +0000 2024;1754158735990419887;"Sebagaimana situasi pasca Pemilu 2019, Pemilu 2024 tidak akan berdampak pada terurusnya krisis dan masalah warga dan lingkungan akibat ekspansi industri ekstraktif yang terus menumpuk. Harapan masyarakat, terutama di daerah lingkar tambang tampaknya jauh panggang dari api-";0;1;0;0;in;1705241814343843840;1754158084266861037;raaacadut;https://twitter.com/raaacadut/status/1754158735990419887
Sun Feb 04 15:03:21 +0000 2024;1754158707984994713;"biar tdk stress hbis pemilu mending dengerin lagunya dongi😎🫵🏻🔥🔥";0;0;0;0;in;1206011392320344064;1754158707984994713;ourmo0n;https://twitter.com/ourmo0n/status/1754158707984994713
Sun Feb 04 15:03:21 +0000 2024;1754158706642841651;"Pengen cpt2 lewatin masa pemilu ini, tp ga mau imlek cpt2 lewat 😀";0;0;0;0;in;262117294;1754158706642841651;interstllar95;https://twitter.com/interstllar95/status/1754158706642841651
Sun Feb 04 15:03:19 +0000 2024;1754158700472967574;"semakin mendekati pemilu, semakin butuh validasi ya";0;0;0;0;in;1505180236614627329;1754158700472967574;mmiiyas;https://twitter.com/mmiiyas/status/1754158700472967574
Sun Feb 04 15:03:18 +0000 2024;1754158695012008230;"Pemilu! Closing statement isinya full minta maaf. Mending minta maafnya di depan istana negara setiap Aksi Kamisan, Pak. https://t.co/EYKjCeYXPT";0;2;6;47;in;1277749122296983552;1754158695012008230;UGM_FESS;https://twitter.com/UGM_FESS/status/1754158695012008230
Sun Feb 04 15:03:16 +0000 2024;1754158686963212656;"pemilu kali ini rollercoaster banget dah. lucunya dapet, emosi dapet, greget juga dapet";0;0;0;0;in;1595333569026883586;1754158686963212656;rendezvouiz;https://twitter.com/rendezvouiz/status/1754158686963212656
Sun Feb 04 15:03:12 +0000 2024;1754158668936016199;"@infoXwor_ Sudah ada, lets gooo!! Cepat selesaikan pemilu ini, biar ramadhan damai.";0;0;0;0;in;1272658098868477952;1754158356879827121;tokyo_dope666;https://twitter.com/tokyo_dope666/status/1754158668936016199
